1,4,7,8,13,17,18,78
22,Bachelors,Prof-specialty,Not-in-family,15,22 Prof-specialty,22 Not-in-family,Prof-specialty Not-in-family
42,Some-college,Craft-repair,Husband,40,42 Craft-repair,42 Husband,Craft-repair Husband
34,Assoc-acdm,Sales,Unmarried,45,34 Sales,34 Unmarried,Sales Unmarried
60,Bachelors,Prof-specialty,Not-in-family,42,60 Prof-specialty,60 Not-in-family,Prof-specialty Not-in-family
21,HS-grad,Handlers-cleaners,Own-child,40,21 Handlers-cleaners,21 Own-child,Handlers-cleaners Own-child
57,Masters,Sales,Husband,40,57 Sales,57 Husband,Sales Husband
41,Prof-school,Prof-specialty,Husband,60,41 Prof-specialty,41 Husband,Prof-specialty Husband
50,Some-college,Other-service,Not-in-family,45,50 Other-service,50 Not-in-family,Other-service Not-in-family
25,Bachelors,Exec-managerial,Not-in-family,40,25 Exec-managerial,25 Not-in-family,Exec-managerial Not-in-family
50,7th-8th,Craft-repair,Husband,40,50 Craft-repair,50 Husband,Craft-repair Husband
36,Bachelors,Prof-specialty,Husband,45,36 Prof-specialty,36 Husband,Prof-specialty Husband
31,HS-grad,Prof-specialty,Not-in-family,40,31 Prof-specialty,31 Not-in-family,Prof-specialty Not-in-family
29,Bachelors,Protective-serv,Not-in-family,56,29 Protective-serv,29 Not-in-family,Protective-serv Not-in-family
21,Some-college,Sales,Own-child,45,21 Sales,21 Own-child,Sales Own-child
27,Bachelors,Tech-support,Unmarried,40,27 Tech-support,27 Unmarried,Tech-support Unmarried
65,HS-grad,Transport-moving,Husband,16,65 Transport-moving,65 Husband,Transport-moving Husband
37,Bachelors,Sales,Not-in-family,60,37 Sales,37 Not-in-family,Sales Not-in-family
39,Masters,noValueSetHere123156456,Wife,40,39 noValueSetHere123156456,39 Wife,noValueSetHere123156456 Wife
24,HS-grad,Craft-repair,Own-child,40,24 Craft-repair,24 Own-child,Craft-repair Own-child
38,HS-grad,Sales,Not-in-family,80,38 Sales,38 Not-in-family,Sales Not-in-family
48,Bachelors,Adm-clerical,Husband,40,48 Adm-clerical,48 Husband,Adm-clerical Husband
21,Some-college,Other-service,Not-in-family,25,21 Other-service,21 Not-in-family,Other-service Not-in-family
31,HS-grad,Transport-moving,Husband,45,31 Transport-moving,31 Husband,Transport-moving Husband
55,HS-grad,Sales,Husband,40,55 Sales,55 Husband,Sales Husband
24,Some-college,Adm-clerical,Wife,40,24 Adm-clerical,24 Wife,Adm-clerical Wife
43,HS-grad,Adm-clerical,Not-in-family,40,43 Adm-clerical,43 Not-in-family,Adm-clerical Not-in-family
26,Assoc-acdm,Tech-support,Not-in-family,45,26 Tech-support,26 Not-in-family,Tech-support Not-in-family
46,Assoc-acdm,Prof-specialty,Not-in-family,33,46 Prof-specialty,46 Not-in-family,Prof-specialty Not-in-family
35,Assoc-acdm,Adm-clerical,Husband,40,35 Adm-clerical,35 Husband,Adm-clerical Husband
41,Some-college,Farming-fishing,Husband,54,41 Farming-fishing,41 Husband,Farming-fishing Husband
26,Bachelors,Sales,Not-in-family,40,26 Sales,26 Not-in-family,Sales Not-in-family
34,Masters,Exec-managerial,Husband,35,34 Exec-managerial,34 Husband,Exec-managerial Husband
19,Some-college,noValueSetHere123156456,Own-child,25,19 noValueSetHere123156456,19 Own-child,noValueSetHere123156456 Own-child
36,Bachelors,Prof-specialty,Not-in-family,40,36 Prof-specialty,36 Not-in-family,Prof-specialty Not-in-family
22,Some-college,Sales,Own-child,15,22 Sales,22 Own-child,Sales Own-child
24,Some-college,Machine-op-inspct,Not-in-family,40,24 Machine-op-inspct,24 Not-in-family,Machine-op-inspct Not-in-family
77,Some-college,Sales,Husband,40,77 Sales,77 Husband,Sales Husband
22,5th-6th,Machine-op-inspct,Other-relative,40,22 Machine-op-inspct,22 Other-relative,Machine-op-inspct Other-relative
29,Some-college,Tech-support,Not-in-family,40,29 Tech-support,29 Not-in-family,Tech-support Not-in-family
62,HS-grad,Other-service,Not-in-family,24,62 Other-service,62 Not-in-family,Other-service Not-in-family
39,HS-grad,Exec-managerial,Husband,40,39 Exec-managerial,39 Husband,Exec-managerial Husband
43,Some-college,Craft-repair,Husband,50,43 Craft-repair,43 Husband,Craft-repair Husband
35,HS-grad,Transport-moving,Not-in-family,45,35 Transport-moving,35 Not-in-family,Transport-moving Not-in-family
29,11th,Exec-managerial,Not-in-family,40,29 Exec-managerial,29 Not-in-family,Exec-managerial Not-in-family
76,Masters,Craft-repair,Husband,10,76 Craft-repair,76 Husband,Craft-repair Husband
63,HS-grad,Farming-fishing,Husband,45,63 Farming-fishing,63 Husband,Farming-fishing Husband
23,Assoc-voc,noValueSetHere123156456,Own-child,15,23 noValueSetHere123156456,23 Own-child,noValueSetHere123156456 Own-child
43,Some-college,Prof-specialty,Wife,50,43 Prof-specialty,43 Wife,Prof-specialty Wife
58,HS-grad,Handlers-cleaners,Husband,40,58 Handlers-cleaners,58 Husband,Handlers-cleaners Husband
66,HS-grad,Transport-moving,Not-in-family,55,66 Transport-moving,66 Not-in-family,Transport-moving Not-in-family
41,Some-college,Craft-repair,Not-in-family,45,41 Craft-repair,41 Not-in-family,Craft-repair Not-in-family
26,Bachelors,Adm-clerical,Not-in-family,40,26 Adm-clerical,26 Not-in-family,Adm-clerical Not-in-family
47,Assoc-voc,Other-service,Not-in-family,40,47 Other-service,47 Not-in-family,Other-service Not-in-family
55,10th,Adm-clerical,Husband,40,55 Adm-clerical,55 Husband,Adm-clerical Husband
53,HS-grad,Transport-moving,Husband,40,53 Transport-moving,53 Husband,Transport-moving Husband
17,5th-6th,Other-service,Other-relative,48,17 Other-service,17 Other-relative,Other-service Other-relative
30,HS-grad,Craft-repair,Other-relative,40,30 Craft-repair,30 Other-relative,Craft-repair Other-relative
49,Masters,Prof-specialty,Not-in-family,60,49 Prof-specialty,49 Not-in-family,Prof-specialty Not-in-family
19,HS-grad,Sales,Unmarried,30,19 Sales,19 Unmarried,Sales Unmarried
45,HS-grad,Other-service,Husband,40,45 Other-service,45 Husband,Other-service Husband
26,Assoc-acdm,Sales,Not-in-family,40,26 Sales,26 Not-in-family,Sales Not-in-family
38,Assoc-voc,Craft-repair,Husband,40,38 Craft-repair,38 Husband,Craft-repair Husband
36,HS-grad,Protective-serv,Husband,40,36 Protective-serv,36 Husband,Protective-serv Husband
33,HS-grad,Farming-fishing,Not-in-family,20,33 Farming-fishing,33 Not-in-family,Farming-fishing Not-in-family
22,Some-college,Protective-serv,Own-child,40,22 Protective-serv,22 Own-child,Protective-serv Own-child
43,Bachelors,Sales,Not-in-family,42,43 Sales,43 Not-in-family,Sales Not-in-family
67,11th,noValueSetHere123156456,Husband,8,67 noValueSetHere123156456,67 Husband,noValueSetHere123156456 Husband
30,Assoc-voc,noValueSetHere123156456,Unmarried,40,30 noValueSetHere123156456,30 Unmarried,noValueSetHere123156456 Unmarried
56,Assoc-acdm,Other-service,Not-in-family,25,56 Other-service,56 Not-in-family,Other-service Not-in-family
31,Bachelors,Prof-specialty,Own-child,25,31 Prof-specialty,31 Own-child,Prof-specialty Own-child
33,Bachelors,Exec-managerial,Husband,40,33 Exec-managerial,33 Husband,Exec-managerial Husband
26,HS-grad,Other-service,Husband,40,26 Other-service,26 Husband,Other-service Husband
33,Bachelors,Exec-managerial,Husband,40,33 Exec-managerial,33 Husband,Exec-managerial Husband
46,11th,Transport-moving,Husband,30,46 Transport-moving,46 Husband,Transport-moving Husband
59,Bachelors,noValueSetHere123156456,Husband,40,59 noValueSetHere123156456,59 Husband,noValueSetHere123156456 Husband
38,HS-grad,Adm-clerical,Husband,40,38 Adm-clerical,38 Husband,Adm-clerical Husband
65,11th,Other-service,Unmarried,40,65 Other-service,65 Unmarried,Other-service Unmarried
40,Assoc-voc,Tech-support,Husband,40,40 Tech-support,40 Husband,Tech-support Husband
42,HS-grad,Adm-clerical,Wife,35,42 Adm-clerical,42 Wife,Adm-clerical Wife
26,9th,Craft-repair,Husband,40,26 Craft-repair,26 Husband,Craft-repair Husband
36,10th,Other-service,Wife,24,36 Other-service,36 Wife,Other-service Wife
62,Masters,Prof-specialty,Husband,40,62 Prof-specialty,62 Husband,Prof-specialty Husband
43,Bachelors,Transport-moving,Husband,45,43 Transport-moving,43 Husband,Transport-moving Husband
43,Bachelors,Exec-managerial,Not-in-family,45,43 Exec-managerial,43 Not-in-family,Exec-managerial Not-in-family
22,HS-grad,Sales,Not-in-family,55,22 Sales,22 Not-in-family,Sales Not-in-family
28,HS-grad,Craft-repair,Husband,40,28 Craft-repair,28 Husband,Craft-repair Husband
56,Some-college,Sales,Husband,45,56 Sales,56 Husband,Sales Husband
22,Assoc-acdm,Sales,Not-in-family,15,22 Sales,22 Not-in-family,Sales Not-in-family
57,Bachelors,Exec-managerial,Not-in-family,45,57 Exec-managerial,57 Not-in-family,Exec-managerial Not-in-family
39,HS-grad,Sales,Unmarried,40,39 Sales,39 Unmarried,Sales Unmarried
26,Some-college,Adm-clerical,Unmarried,15,26 Adm-clerical,26 Unmarried,Adm-clerical Unmarried
17,11th,Other-service,Own-child,10,17 Other-service,17 Own-child,Other-service Own-child
40,Assoc-voc,Machine-op-inspct,Husband,38,40 Machine-op-inspct,40 Husband,Machine-op-inspct Husband
45,HS-grad,Machine-op-inspct,Husband,40,45 Machine-op-inspct,45 Husband,Machine-op-inspct Husband
44,HS-grad,Craft-repair,Not-in-family,40,44 Craft-repair,44 Not-in-family,Craft-repair Not-in-family
20,Some-college,Adm-clerical,Own-child,10,20 Adm-clerical,20 Own-child,Adm-clerical Own-child
33,HS-grad,Craft-repair,Wife,40,33 Craft-repair,33 Wife,Craft-repair Wife
23,Some-college,Sales,Not-in-family,40,23 Sales,23 Not-in-family,Sales Not-in-family
46,Masters,Exec-managerial,Not-in-family,30,46 Exec-managerial,46 Not-in-family,Exec-managerial Not-in-family
38,HS-grad,Sales,Husband,50,38 Sales,38 Husband,Sales Husband
54,HS-grad,Transport-moving,Not-in-family,40,54 Transport-moving,54 Not-in-family,Transport-moving Not-in-family
46,5th-6th,Craft-repair,Not-in-family,45,46 Craft-repair,46 Not-in-family,Craft-repair Not-in-family
25,Some-college,Craft-repair,Husband,40,25 Craft-repair,25 Husband,Craft-repair Husband
46,Some-college,Sales,Not-in-family,40,46 Sales,46 Not-in-family,Sales Not-in-family
36,Some-college,Transport-moving,Wife,40,36 Transport-moving,36 Wife,Transport-moving Wife
23,HS-grad,Other-service,Not-in-family,25,23 Other-service,23 Not-in-family,Other-service Not-in-family
29,HS-grad,Machine-op-inspct,Not-in-family,40,29 Machine-op-inspct,29 Not-in-family,Machine-op-inspct Not-in-family
44,Some-college,Adm-clerical,Wife,6,44 Adm-clerical,44 Wife,Adm-clerical Wife
19,Some-college,Adm-clerical,Own-child,16,19 Adm-clerical,19 Own-child,Adm-clerical Own-child
19,HS-grad,Other-service,Other-relative,40,19 Other-service,19 Other-relative,Other-service Other-relative
35,HS-grad,Other-service,Wife,40,35 Other-service,35 Wife,Other-service Wife
27,Bachelors,Craft-repair,Not-in-family,50,27 Craft-repair,27 Not-in-family,Craft-repair Not-in-family
46,Assoc-acdm,Craft-repair,Not-in-family,40,46 Craft-repair,46 Not-in-family,Craft-repair Not-in-family
34,Bachelors,Exec-managerial,Husband,45,34 Exec-managerial,34 Husband,Exec-managerial Husband
34,HS-grad,Other-service,Not-in-family,35,34 Other-service,34 Not-in-family,Other-service Not-in-family
44,Some-college,Tech-support,Husband,40,44 Tech-support,44 Husband,Tech-support Husband
45,Some-college,Handlers-cleaners,Unmarried,40,45 Handlers-cleaners,45 Unmarried,Handlers-cleaners Unmarried
20,HS-grad,noValueSetHere123156456,Other-relative,35,20 noValueSetHere123156456,20 Other-relative,noValueSetHere123156456 Other-relative
25,Bachelors,Exec-managerial,Husband,55,25 Exec-managerial,25 Husband,Exec-managerial Husband
52,Bachelors,Exec-managerial,Husband,50,52 Exec-managerial,52 Husband,Exec-managerial Husband
20,Some-college,Handlers-cleaners,Own-child,40,20 Handlers-cleaners,20 Own-child,Handlers-cleaners Own-child
28,Some-college,Other-service,Not-in-family,40,28 Other-service,28 Not-in-family,Other-service Not-in-family
50,Bachelors,Protective-serv,Husband,40,50 Protective-serv,50 Husband,Protective-serv Husband
34,Assoc-voc,Tech-support,Not-in-family,64,34 Tech-support,34 Not-in-family,Tech-support Not-in-family
28,7th-8th,Handlers-cleaners,Husband,40,28 Handlers-cleaners,28 Husband,Handlers-cleaners Husband
41,Masters,Exec-managerial,Husband,65,41 Exec-managerial,41 Husband,Exec-managerial Husband
28,HS-grad,Adm-clerical,Husband,40,28 Adm-clerical,28 Husband,Adm-clerical Husband
46,HS-grad,Craft-repair,Husband,25,46 Craft-repair,46 Husband,Craft-repair Husband
28,Some-college,noValueSetHere123156456,Wife,40,28 noValueSetHere123156456,28 Wife,noValueSetHere123156456 Wife
32,Some-college,Exec-managerial,Husband,50,32 Exec-managerial,32 Husband,Exec-managerial Husband
41,Some-college,Other-service,Not-in-family,24,41 Other-service,41 Not-in-family,Other-service Not-in-family
24,HS-grad,Handlers-cleaners,Unmarried,40,24 Handlers-cleaners,24 Unmarried,Handlers-cleaners Unmarried
33,Some-college,Exec-managerial,Unmarried,40,33 Exec-managerial,33 Unmarried,Exec-managerial Unmarried
46,Doctorate,Exec-managerial,Husband,60,46 Exec-managerial,46 Husband,Exec-managerial Husband
31,Some-college,Machine-op-inspct,Husband,40,31 Machine-op-inspct,31 Husband,Machine-op-inspct Husband
35,12th,Craft-repair,Not-in-family,50,35 Craft-repair,35 Not-in-family,Craft-repair Not-in-family
52,1st-4th,Machine-op-inspct,Husband,40,52 Machine-op-inspct,52 Husband,Machine-op-inspct Husband
30,11th,Other-service,Own-child,19,30 Other-service,30 Own-child,Other-service Own-child
34,11th,Machine-op-inspct,Not-in-family,40,34 Machine-op-inspct,34 Not-in-family,Machine-op-inspct Not-in-family
34,HS-grad,Transport-moving,Unmarried,40,34 Transport-moving,34 Unmarried,Transport-moving Unmarried
20,Some-college,Sales,Husband,30,20 Sales,20 Husband,Sales Husband
17,11th,Handlers-cleaners,Own-child,18,17 Handlers-cleaners,17 Own-child,Handlers-cleaners Own-child
32,Bachelors,Exec-managerial,Wife,40,32 Exec-managerial,32 Wife,Exec-managerial Wife
29,HS-grad,Farming-fishing,Not-in-family,40,29 Farming-fishing,29 Not-in-family,Farming-fishing Not-in-family
33,10th,Craft-repair,Unmarried,35,33 Craft-repair,33 Unmarried,Craft-repair Unmarried
25,HS-grad,Transport-moving,Husband,60,25 Transport-moving,25 Husband,Transport-moving Husband
36,Masters,Prof-specialty,Not-in-family,40,36 Prof-specialty,36 Not-in-family,Prof-specialty Not-in-family
23,HS-grad,Handlers-cleaners,Not-in-family,72,23 Handlers-cleaners,23 Not-in-family,Handlers-cleaners Not-in-family
63,HS-grad,Exec-managerial,Husband,40,63 Exec-managerial,63 Husband,Exec-managerial Husband
47,Masters,Prof-specialty,Husband,40,47 Prof-specialty,47 Husband,Prof-specialty Husband
80,HS-grad,noValueSetHere123156456,Not-in-family,24,80 noValueSetHere123156456,80 Not-in-family,noValueSetHere123156456 Not-in-family
17,11th,noValueSetHere123156456,Own-child,40,17 noValueSetHere123156456,17 Own-child,noValueSetHere123156456 Own-child
40,Bachelors,Prof-specialty,Not-in-family,40,40 Prof-specialty,40 Not-in-family,Prof-specialty Not-in-family
30,Assoc-acdm,Other-service,Wife,25,30 Other-service,30 Wife,Other-service Wife
27,Some-college,Craft-repair,Own-child,40,27 Craft-repair,27 Own-child,Craft-repair Own-child
33,Masters,Prof-specialty,Husband,50,33 Prof-specialty,33 Husband,Prof-specialty Husband
34,HS-grad,Farming-fishing,Not-in-family,60,34 Farming-fishing,34 Not-in-family,Farming-fishing Not-in-family
34,Some-college,Protective-serv,Not-in-family,40,34 Protective-serv,34 Not-in-family,Protective-serv Not-in-family
23,Some-college,Adm-clerical,Husband,40,23 Adm-clerical,23 Husband,Adm-clerical Husband
42,Some-college,Adm-clerical,Wife,40,42 Adm-clerical,42 Wife,Adm-clerical Wife
29,Bachelors,Prof-specialty,Not-in-family,40,29 Prof-specialty,29 Not-in-family,Prof-specialty Not-in-family
45,HS-grad,Adm-clerical,Not-in-family,28,45 Adm-clerical,45 Not-in-family,Adm-clerical Not-in-family
24,HS-grad,Armed-Forces,Own-child,40,24 Armed-Forces,24 Own-child,Armed-Forces Own-child
44,Some-college,Prof-specialty,Husband,40,44 Prof-specialty,44 Husband,Prof-specialty Husband
27,9th,Craft-repair,Other-relative,40,27 Craft-repair,27 Other-relative,Craft-repair Other-relative
20,Some-college,Sales,Not-in-family,35,20 Sales,20 Not-in-family,Sales Not-in-family
44,HS-grad,Exec-managerial,Unmarried,40,44 Exec-managerial,44 Unmarried,Exec-managerial Unmarried
51,HS-grad,Craft-repair,Husband,40,51 Craft-repair,51 Husband,Craft-repair Husband
20,HS-grad,Machine-op-inspct,Husband,40,20 Machine-op-inspct,20 Husband,Machine-op-inspct Husband
17,11th,noValueSetHere123156456,Own-child,5,17 noValueSetHere123156456,17 Own-child,noValueSetHere123156456 Own-child
19,HS-grad,Machine-op-inspct,Own-child,40,19 Machine-op-inspct,19 Own-child,Machine-op-inspct Own-child
45,Some-college,Craft-repair,Husband,55,45 Craft-repair,45 Husband,Craft-repair Husband
60,HS-grad,Craft-repair,Husband,40,60 Craft-repair,60 Husband,Craft-repair Husband
42,Assoc-acdm,Exec-managerial,Husband,40,42 Exec-managerial,42 Husband,Exec-managerial Husband
44,HS-grad,Sales,Wife,40,44 Sales,44 Wife,Sales Wife
40,Assoc-voc,Machine-op-inspct,Husband,40,40 Machine-op-inspct,40 Husband,Machine-op-inspct Husband
30,HS-grad,Exec-managerial,Wife,40,30 Exec-managerial,30 Wife,Exec-managerial Wife
38,Some-college,Transport-moving,Husband,50,38 Transport-moving,38 Husband,Transport-moving Husband
23,HS-grad,Transport-moving,Husband,60,23 Transport-moving,23 Husband,Transport-moving Husband
32,Some-college,noValueSetHere123156456,Husband,40,32 noValueSetHere123156456,32 Husband,noValueSetHere123156456 Husband
44,Assoc-acdm,Farming-fishing,Own-child,40,44 Farming-fishing,44 Own-child,Farming-fishing Own-child
54,HS-grad,Transport-moving,Husband,40,54 Transport-moving,54 Husband,Transport-moving Husband
32,Bachelors,Prof-specialty,Husband,50,32 Prof-specialty,32 Husband,Prof-specialty Husband
50,1st-4th,Craft-repair,Unmarried,40,50 Craft-repair,50 Unmarried,Craft-repair Unmarried
24,Bachelors,Tech-support,Not-in-family,20,24 Tech-support,24 Not-in-family,Tech-support Not-in-family
37,HS-grad,Adm-clerical,Wife,60,37 Adm-clerical,37 Wife,Adm-clerical Wife
52,HS-grad,Transport-moving,Unmarried,40,52 Transport-moving,52 Unmarried,Transport-moving Unmarried
38,Some-college,Transport-moving,Husband,40,38 Transport-moving,38 Husband,Transport-moving Husband
49,Masters,Exec-managerial,Husband,45,49 Exec-managerial,49 Husband,Exec-managerial Husband
30,Bachelors,Tech-support,Wife,16,30 Tech-support,30 Wife,Tech-support Wife
